5.000000000000000000e-01, 2.400000000000000000e+01, 3.627671429443410744e+01
1.500000000000000000e+00, -3.000000000000000000e+00, 3.659234892706397346e+01
2.500000000000000000e+00, 3.400000000000000000e+01, 3.657868231634376599e+01
3.500000000000000000e+00, 4.000000000000000000e+01, 3.602776706930364270e+01
4.500000000000000000e+00, 4.000000000000000000e+01, 3.762977544445355704e+01
5.500000000000000000e+00, -1.000000000000000000e+00, 3.713488925525428641e+01
6.500000000000000000e+00, 5.000000000000000000e+00, 3.681032463861192383e+01
7.500000000000000000e+00, 3.300000000000000000e+01, 3.609709129556009088e+01
8.500000000000000000e+00, 1.100000000000000000e+01, 3.702701716314723512e+01
9.500000000000000000e+00, -3.100000000000000000e+01, 3.626292872893748864e+01
1.050000000000000000e+01, 1.300000000000000000e+01, 3.724244889907214429e+01
1.150000000000000000e+01, -4.000000000000000000e+00, 3.616628264005024818e+01
1.250000000000000000e+01, 4.000000000000000000e+00, 3.722902093797257095e+01
1.350000000000000000e+01, 1.800000000000000000e+01, 3.627671429443410744e+01
1.450000000000000000e+01, -1.900000000000000000e+01, 3.570714214271424680e+01
1.550000000000000000e+01, -3.000000000000000000e+01, 3.671511950137163893e+01
1.650000000000000000e+01, -6.100000000000000000e+01, 3.716180835212409050e+01
1.750000000000000000e+01, -2.900000000000000000e+01, 3.648287269390939969e+01
1.850000000000000000e+01, -5.100000000000000000e+01, 3.573513677041127323e+01
1.950000000000000000e+01, -3.300000000000000000e+01, 3.606937759374286401e+01
2.050000000000000000e+01, -3.900000000000000000e+01, 3.670149860700513500e+01
2.150000000000000000e+01, -2.000000000000000000e+01, 3.586084215408221354e+01
2.250000000000000000e+01, 4.400000000000000000e+01, 3.725587202039431389e+01
2.350000000000000000e+01, -4.000000000000000000e+01, 3.605551275463989214e+01
2.450000000000000000e+01, -1.900000000000000000e+01, 3.653765181289021768e+01
2.550000000000000000e+01, 4.200000000000000000e+01, 3.730951621235526261e+01
2.650000000000000000e+01, -2.200000000000000000e+01, 3.679673898594819548e+01
2.750000000000000000e+01, 1.900000000000000000e+01, 3.651027252705736714e+01
2.850000000000000000e+01, -1.200000000000000000e+01, 3.630426972134269192e+01
2.950000000000000000e+01, 3.900000000000000000e+01, 3.565108693995177447e+01
3.050000000000000000e+01, -3.100000000000000000e+01, 3.593048844644336270e+01
3.150000000000000000e+01, 1.300000000000000000e+01, 3.642801120017396954e+01
3.250000000000000000e+01, -4.200000000000000000e+01, 3.586084215408221354e+01
3.350000000000000000e+01, -2.500000000000000000e+01, 3.601388621073821383e+01
3.450000000000000000e+01, 1.800000000000000000e+01, 3.746998799039038630e+01
3.550000000000000000e+01, -2.000000000000000000e+01, 3.600000000000000000e+01
3.650000000000000000e+01, 4.800000000000000000e+01, 3.619392214170771638e+01
3.750000000000000000e+01, 2.300000000000000000e+01, 3.697296309467230202e+01
3.850000000000000000e+01, -1.400000000000000000e+01, 3.698648401781385786e+01
3.950000000000000000e+01, 3.700000000000000000e+01, 3.724244889907214429e+01
4.050000000000000000e+01, 4.500000000000000000e+01, 3.640054944640259293e+01
4.150000000000000000e+01, -5.500000000000000000e+01, 3.620773398046334535e+01
4.250000000000000000e+01, -1.300000000000000000e+01, 3.708099243547831492e+01
4.350000000000000000e+01, -3.200000000000000000e+01, 3.698648401781385786e+01
4.450000000000000000e+01, -6.700000000000000000e+01, 3.629049462324810804e+01
4.550000000000000000e+01, 3.100000000000000000e+01, 3.642801120017396954e+01
